0.1 0.4 0.8 1.2 0.0
0.2 0.4 0.8 1.2 0.0
0.3 0.4 0.8 1.2 0.0
0.4 0.4 0.8 1.2 0.0
0.5 0.4 0.8 1.2 0.0
0.6 0.4 1.0 1.2 0.0
0.7 0.4 1.0 1.2 0.0
0.8 0.4 1.2 1.2 0.0
0.9 0.4 1.2 1.2 0.0
1.0 0.4 1.2 0.8 0.0
0.1 0.6 1.0 1.2 1.4
0.2 0.6 1.0 1.4 1.4
0.3 0.6 1.2 1.8 1.4
0.4 0.6 1.2 1.8 1.4
0.5 0.6 1.2 1.8 1.4
0.6 0.6 1.2 1.8 1.6
0.7 0.6 1.2 1.8 1.8
0.8 0.6 1.2 1.8 1.8
0.9 0.6 1.4 2.0 2.0
1.0 0.6 1.4 1.8 2.0
0.1 0.4 1.0 1.8 2.4
0.2 0.4 1.2 1.8 2.4
0.3 0.4 1.2 1.6 2.6
0.4 0.4 1.2 1.6 2.4
0.5 0.4 1.2 1.8 2.4
0.6 0.4 1.2 2.0 2.8
0.7 0.4 1.2 2.0 2.6
0.8 0.4 1.2 2.0 2.6
0.9 0.4 1.4 2.0 2.8
1.0 0.4 1.4 2.0 2.6
