0.1 2.46354166666667 2.451015625 2.5002734375 2.55875 2.58828125 2.62235677083333 2.6511328125 2.66819010416667 2.68393229166667 2.70485677083333 2.71313802083333 2.73305989583333 
0.2 1.80083333333333 1.87135416666667 1.963359375 2.096015625 2.14596354166667 2.18028645833333 2.26950520833333 2.3 2.39208333333333 2.439140625 2.487734375 2.47841145833333 
0.3 1.387109375 1.3723046875 1.509453125 1.55734375 1.725390625 1.81 1.966328125 1.9554296875 2.0682421875 2.0992578125 2.149765625 2.205390625 
0.4 0.970625 0.834427083333333 1.03494791666667 1.02875 1.35619791666667 1.45515625 1.5121875 1.761875 1.70578125 1.84359375 1.9190625 2.03661458333333 
0.5 0.2693359375 0.400716145833333 0.633658854166667 0.7142578125 0.823567708333334 1.0294921875 1.21653645833333 1.3744140625 1.44635416666667 1.59596354166667 1.61712239583333 1.692578125 
0.6 -0.14390625 -0.228984375 -0.273828125 0.0578906250000001 0.449921875 0.735703125 0.833359375 1.015703125 1.16203125 1.22421875 1.387578125 1.4609375 
0.7 -0.365833333333333 -0.696328125 -0.573098958333333 -0.135234375 0.0226302083333334 0.310286458333333 0.575794270833333 0.6760546875 0.786432291666667 0.937734375 1.01247395833333 1.163046875 
0.8 -1.22697916666667 -1.24708333333333 -1.0709375 -0.633958333333333 -0.434166666666666 -0.0993749999999998 0.0134375000000001 0.285520833333334 0.428541666666667 0.57375 0.836041666666667 0.980625 
0.9 -1.873125 -2.1815625 -1.3252734375 -1.471171875 -1.01671875 -0.581953125 -0.3643359375 -0.0899999999999997 0.2384765625 0.3421875 0.4491796875 0.6646875 
1.0 -2.40911458333333 -2.34778645833333 -1.951171875 -1.594140625 -1.209375 -0.888541666666666 -0.488541666666666 -0.413671874999999 -0.154557291666666 0.0218750000000005 0.344401041666667 0.309895833333334 
