ランダムタスク
Thread ID: 2272969140
Total: 0.001526

 %self     total     self     wait    child    calls  name
  0.83      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.68      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.68      0.00     0.00     0.00     0.00        6  String#<<
  0.68      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.68      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.53      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.53      0.00     0.00     0.00     0.00        6  <Class::Object>#allocate
  0.53      0.00     0.00     0.00     0.00        3  Float#/
  0.53      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.45      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.45      0.00     0.00     0.00     0.00        6  Fixnum#*
  0.45      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.45      0.00     0.00     0.00     0.00        1  String#to_s
  0.38      0.00     0.00     0.00     0.00        3  Float#ceil
  0.38      0.00     0.00     0.00     0.00        3  Array#+
  0.38      0.00     0.00     0.00     0.00        4  Array#[]
  0.38      0.00     0.00     0.00     0.00        9  Fixnum#<=>
  0.30      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.30      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.30      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.30      0.00     0.00     0.00     0.00        6  Float#to_f
  0.23      0.00     0.00     0.00     0.00        1  Array#uniq
  0.23      0.00     0.00     0.00     0.00        2  String#to_str
  0.15      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.15      0.00     0.00     0.00     0.00        1  Array#sort


Thread ID: 2272969140
Total: 0.001247

 %self     total     self     wait    child    calls  name
 30.15      0.00     0.00     0.00     0.00       49  Array#each
  5.05      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  4.89      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  3.77      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.61      0.00     0.00     0.00     0.00        6  Array#sort!
  3.61      0.00     0.00     0.00     0.00       43  Fixnum#==
  2.89      0.00     0.00     0.00     0.00       29  Array#<<
  2.33      0.00     0.00     0.00     0.00        6  Integer#upto
  2.25      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  2.17      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.76      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.68      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.68      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.60      0.00     0.00     0.00     0.00        6  ReqTuple#initialize
  1.60      0.00     0.00     0.00     0.00       15  Kernel#==
  1.60      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.60      0.00     0.00     0.00     0.00        8  Array#==
  1.52      0.00     0.00     0.00     0.00        6  Class#new
  1.52      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  1.52      0.00     0.00     0.00     0.00       17  Fixnum#+
  1.52      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.44      0.00     0.00     0.00     0.00       14  String#==
  1.28      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.20      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.04      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  1.04      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  0.96      0.00     0.00     0.00     0.00        1  WCBT#sbg
  0.96      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.96      0.00     0.00     0.00     0.00        7  Array#size
  0.96      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.96      0.00     0.00     0.00     0.00        9  Fixnum#<=>
  0.88      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.72      0.00     0.00     0.00     0.00        4  Array#[]
  0.72      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.72      0.00     0.00     0.00     0.00        6  String#<<
  0.72      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.56      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.56      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.56      0.00     0.00     0.00     0.00        6  Fixnum#*
  0.48      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.48      0.00     0.00     0.00     0.00        6  <Class::Object>#allocate
  0.48      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.48      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.40      0.00     0.00     0.00     0.00        3  Float#/
  0.40      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.40      0.00     0.00     0.00     0.00        3  Array#+
  0.40      0.00     0.00     0.00     0.00        6  Float#to_f
  0.32      0.00     0.00     0.00     0.00        3  Float#ceil
  0.24      0.00     0.00     0.00     0.00        2  String#to_str
  0.24      0.00     0.00     0.00     0.00        1  Array#sort
  0.24      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.24      0.00     0.00     0.00     0.00        1  String#to_s
  0.24      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.16      0.00     0.00     0.00     0.00        1  Array#uniq
  0.16      0.00     0.00     0.00     0.00        2  Fixnum#<


Thread ID: 2272969140
Total: 0.001244

 %self     total     self     wait    child    calls  name
 30.39      0.00     0.00     0.00     0.00       49  Array#each
  6.03      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  4.98      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  3.78      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.46      0.00     0.00     0.00     0.00        6  Array#sort!
  3.14      0.00     0.00     0.00     0.00       43  Fixnum#==
  2.49      0.00     0.00     0.00     0.00       29  Array#<<
  2.17      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  2.09      0.00     0.00     0.00     0.00        8  Array#==
  2.09      0.00     0.00     0.00     0.00        6  Integer#upto
  2.09      0.00     0.00     0.00     0.00       17  Fixnum#+
  2.01      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.85      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.69      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.69      0.00     0.00     0.00     0.00        6  ReqTuple#initialize
  1.61      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.61      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.53      0.00     0.00     0.00     0.00       14  String#==
  1.53      0.00     0.00     0.00     0.00        6  Class#new
  1.45      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  1.45      0.00     0.00     0.00     0.00       15  Kernel#==
  1.29      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.29      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.29      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.21      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.13      0.00     0.00     0.00     0.00        7  Array#size
  0.96      0.00     0.00     0.00     0.00        1  WCBT#sbg
  0.96      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.96      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  0.88      0.00     0.00     0.00     0.00        9  Fixnum#<=>
  0.80      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.72      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.72      0.00     0.00     0.00     0.00        6  Fixnum#*
  0.64      0.00     0.00     0.00     0.00        6  String#<<
  0.64      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.56      0.00     0.00     0.00     0.00        4  Array#[]
  0.56      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.56      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.48      0.00     0.00     0.00     0.00        6  <Class::Object>#allocate
  0.48      0.00     0.00     0.00     0.00        3  Float#/
  0.48      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.48      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.40      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.40      0.00     0.00     0.00     0.00        6  Float#to_f
  0.40      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.40      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.32      0.00     0.00     0.00     0.00        3  Array#+
  0.24      0.00     0.00     0.00     0.00        1  Array#sort
  0.24      0.00     0.00     0.00     0.00        3  Float#ceil
  0.24      0.00     0.00     0.00     0.00        1  String#to_s
  0.24      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.24      0.00     0.00     0.00     0.00        1  Array#uniq
  0.24      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.24      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.16      0.00     0.00     0.00     0.00        2  String#to_str


Thread ID: 2272969140
Total: 0.001239

 %self     total     self     wait    child    calls  name
 30.27      0.00     0.00     0.00     0.00       49  Array#each
  5.33      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  4.84      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  3.95      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.39      0.00     0.00     0.00     0.00        6  Array#sort!
  3.31      0.00     0.00     0.00     0.00       43  Fixnum#==
  3.07      0.00     0.00     0.00     0.00       29  Array#<<
  3.07      0.00     0.00     0.00     0.00        6  Integer#upto
  2.50      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.94      0.00     0.00     0.00     0.00        6  ReqTuple#initialize
  1.94      0.00     0.00     0.00     0.00       14  String#==
  1.86      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.78      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.78      0.00     0.00     0.00     0.00       15  Kernel#==
  1.78      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  1.69      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.61      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.53      0.00     0.00     0.00     0.00       17  Fixnum#+
  1.53      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.45      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.29      0.00     0.00     0.00     0.00        8  Array#==
  1.13      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  1.13      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.13      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.05      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  0.97      0.00     0.00     0.00     0.00        9  Fixnum#<=>
  0.89      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  0.89      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.81      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.81      0.00     0.00     0.00     0.00        6  <Class::Object>#allocate
  0.81      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.81      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.73      0.00     0.00     0.00     0.00        6  String#<<
  0.73      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.73      0.00     0.00     0.00     0.00        6  Class#new
  0.65      0.00     0.00     0.00     0.00        7  Array#size
  0.56      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.56      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.56      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.48      0.00     0.00     0.00     0.00        3  Array#+
  0.48      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.48      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.48      0.00     0.00     0.00     0.00        6  Fixnum#*
  0.48      0.00     0.00     0.00     0.00        4  Array#[]
  0.40      0.00     0.00     0.00     0.00        6  Float#to_f
  0.32      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.32      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.32      0.00     0.00     0.00     0.00        3  Float#ceil
  0.24      0.00     0.00     0.00     0.00        2  String#to_str
  0.24      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.24      0.00     0.00     0.00     0.00        1  Array#uniq
  0.24      0.00     0.00     0.00     0.00        3  Float#/
  0.16      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.16      0.00     0.00     0.00     0.00        1  Array#sort
  0.08      0.00     0.00     0.00     0.00        1  String#to_s


Thread ID: 2272969140
Total: 0.001290

 %self     total     self     wait    child    calls  name
 31.24      0.00     0.00     0.00     0.00       50  Array#each
  5.27      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  4.19      0.00     0.00     0.00     0.00        6  Array#sort!
  3.95      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.64      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  3.41      0.00     0.00     0.00     0.00       44  Fixnum#==
  2.79      0.00     0.00     0.00     0.00        6  Integer#upto
  2.25      0.00     0.00     0.00     0.00       30  Array#<<
  2.17      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  2.09      0.00     0.00     0.00     0.00       15  Kernel#==
  2.09      0.00     0.00     0.00     0.00        4  WCBT#SR
  2.02      0.00     0.00     0.00     0.00        7  ReqTuple#initialize
  2.02      0.00     0.00     0.00     0.00       15  String#==
  1.78      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.55      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.55      0.00     0.00     0.00     0.00        8  Array#==
  1.47      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.47      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.40      0.00     0.00     0.00     0.00       17  Fixnum#+
  1.24      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.16      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.16      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.09      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.01      0.00     0.00     0.00     0.00        1  WCBT#procList
  1.01      0.00     0.00     0.00     0.00       11  Fixnum#<=>
  0.93      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  0.93      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  0.93      0.00     0.00     0.00     0.00        8  Fixnum#*
  0.93      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.93      0.00     0.00     0.00     0.00        7  <Class::Object>#allocate
  0.85      0.00     0.00     0.00     0.00        6  String#<<
  0.85      0.00     0.00     0.00     0.00        6  Float#to_f
  0.85      0.00     0.00     0.00     0.00        7  Array#size
  0.85      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  0.85      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.78      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.78      0.00     0.00     0.00     0.00        7  Class#new
  0.70      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.54      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.54      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.54      0.00     0.00     0.00     0.00        3  Float#/
  0.54      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.47      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.39      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.39      0.00     0.00     0.00     0.00        3  Float#ceil
  0.39      0.00     0.00     0.00     0.00        3  Array#+
  0.39      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.31      0.00     0.00     0.00     0.00        4  Array#[]
  0.31      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.23      0.00     0.00     0.00     0.00        2  String#to_str
  0.23      0.00     0.00     0.00     0.00        1  Array#uniq
  0.16      0.00     0.00     0.00     0.00        1  Array#sort
  0.16      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.16      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.08      0.00     0.00     0.00     0.00        1  String#to_s


Thread ID: 2272969140
Total: 0.001272

 %self     total     self     wait    child    calls  name
 30.27      0.00     0.00     0.00     0.00       50  Array#each
  5.35      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  4.32      0.00     0.00     0.00     0.00        6  Array#sort!
  4.09      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  3.62      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.30      0.00     0.00     0.00     0.00       30  Array#<<
  3.22      0.00     0.00     0.00     0.00       44  Fixnum#==
  2.52      0.00     0.00     0.00     0.00        6  Integer#upto
  2.12      0.00     0.00     0.00     0.00        7  ReqTuple#initialize
  1.97      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.89      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.89      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  1.89      0.00     0.00     0.00     0.00       17  Fixnum#+
  1.81      0.00     0.00     0.00     0.00       15  Kernel#==
  1.57      0.00     0.00     0.00     0.00        7  Class#new
  1.57      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.57      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.42      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.42      0.00     0.00     0.00     0.00       15  String#==
  1.42      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.34      0.00     0.00     0.00     0.00        8  Array#==
  1.26      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  1.26      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.18      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.18      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.18      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  1.18      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  0.94      0.00     0.00     0.00     0.00        6  String#<<
  0.94      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.94      0.00     0.00     0.00     0.00        7  Array#size
  0.86      0.00     0.00     0.00     0.00        8  Fixnum#*
  0.79      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.79      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.79      0.00     0.00     0.00     0.00       11  Fixnum#<=>
  0.71      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.63      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.63      0.00     0.00     0.00     0.00        7  <Class::Object>#allocate
  0.55      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.55      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.39      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.39      0.00     0.00     0.00     0.00        6  Float#to_f
  0.39      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.39      0.00     0.00     0.00     0.00        3  Float#ceil
  0.39      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.39      0.00     0.00     0.00     0.00        2  String#to_str
  0.31      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.31      0.00     0.00     0.00     0.00        1  Array#sort
  0.31      0.00     0.00     0.00     0.00        3  Array#+
  0.31      0.00     0.00     0.00     0.00        4  Array#[]
  0.31      0.00     0.00     0.00     0.00        3  Float#/
  0.31      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.31      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.24      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.16      0.00     0.00     0.00     0.00        1  String#to_s
  0.16      0.00     0.00     0.00     0.00        1  Array#uniq


Thread ID: 2272969140
Total: 0.001270

 %self     total     self     wait    child    calls  name
 30.16      0.00     0.00     0.00     0.00       49  Array#each
  4.72      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  4.25      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  3.94      0.00     0.00     0.00     0.00       43  Fixnum#==
  3.54      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.07      0.00     0.00     0.00     0.00        6  Array#sort!
  2.76      0.00     0.00     0.00     0.00       29  Array#<<
  2.20      0.00     0.00     0.00     0.00        6  Integer#upto
  2.13      0.00     0.00     0.00     0.00        8  Array#==
  1.97      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  1.97      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.97      0.00     0.00     0.00     0.00       17  Fixnum#+
  1.73      0.00     0.00     0.00     0.00        6  Class#new
  1.73      0.00     0.00     0.00     0.00        6  ReqTuple#initialize
  1.73      0.00     0.00     0.00     0.00       15  Kernel#==
  1.73      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.57      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.57      0.00     0.00     0.00     0.00       14  String#==
  1.57      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.50      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.50      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.42      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.42      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  1.26      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.26      0.00     0.00     0.00     0.00        9  Fixnum#<=>
  1.26      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.26      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.18      0.00     0.00     0.00     0.00        7  Array#size
  0.87      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.87      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  0.79      0.00     0.00     0.00     0.00        6  Fixnum#*
  0.79      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.71      0.00     0.00     0.00     0.00        6  String#<<
  0.71      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.71      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.63      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.63      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.55      0.00     0.00     0.00     0.00        4  Array#[]
  0.55      0.00     0.00     0.00     0.00        6  Float#to_f
  0.55      0.00     0.00     0.00     0.00        6  <Class::Object>#allocate
  0.55      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.47      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.47      0.00     0.00     0.00     0.00        3  Float#/
  0.39      0.00     0.00     0.00     0.00        3  Array#+
  0.39      0.00     0.00     0.00     0.00        3  Float#ceil
  0.39      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.39      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.31      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.31      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.31      0.00     0.00     0.00     0.00        1  Array#uniq
  0.31      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.24      0.00     0.00     0.00     0.00        2  String#to_str
  0.24      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.24      0.00     0.00     0.00     0.00        1  Array#sort
  0.24      0.00     0.00     0.00     0.00        1  String#to_s


Thread ID: 2272969140
Total: 0.001244

 %self     total     self     wait    child    calls  name
 27.89      0.00     0.00     0.00     0.00       50  Array#each
  5.39      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  5.06      0.00     0.00     0.00     0.00        6  Array#sort!
  4.26      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  4.26      0.00     0.00     0.00     0.00       44  Fixnum#==
  3.78      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.38      0.00     0.00     0.00     0.00       30  Array#<<
  2.73      0.00     0.00     0.00     0.00        6  Integer#upto
  2.09      0.00     0.00     0.00     0.00        7  Class#new
  2.01      0.00     0.00     0.00     0.00        4  WCBT#SR
  2.01      0.00     0.00     0.00     0.00       15  String#==
  1.93      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.85      0.00     0.00     0.00     0.00        7  ReqTuple#initialize
  1.85      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  1.69      0.00     0.00     0.00     0.00       15  Kernel#==
  1.69      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.69      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.61      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.61      0.00     0.00     0.00     0.00       17  Fixnum#+
  1.53      0.00     0.00     0.00     0.00        8  Array#==
  1.37      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.37      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.29      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.29      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  1.21      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.13      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  0.88      0.00     0.00     0.00     0.00        6  String#<<
  0.88      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  0.80      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.80      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.72      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.72      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.72      0.00     0.00     0.00     0.00        7  Array#size
  0.64      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.56      0.00     0.00     0.00     0.00        4  Array#[]
  0.56      0.00     0.00     0.00     0.00        7  <Class::Object>#allocate
  0.56      0.00     0.00     0.00     0.00        6  Float#to_f
  0.56      0.00     0.00     0.00     0.00       11  Fixnum#<=>
  0.48      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.48      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.48      0.00     0.00     0.00     0.00        3  Array#+
  0.48      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.40      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.40      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.40      0.00     0.00     0.00     0.00        3  Float#/
  0.40      0.00     0.00     0.00     0.00        8  Fixnum#*
  0.32      0.00     0.00     0.00     0.00        1  Array#uniq
  0.32      0.00     0.00     0.00     0.00        3  Float#ceil
  0.32      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.24      0.00     0.00     0.00     0.00        2  String#to_str
  0.24      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.16      0.00     0.00     0.00     0.00        1  String#to_s
  0.16      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.16      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.16      0.00     0.00     0.00     0.00        1  Array#sort


Thread ID: 2272969140
Total: 0.001445

 %self     total     self     wait    child    calls  name
 28.86      0.00     0.00     0.00     0.00       51  Array#each
  4.98      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  4.91      0.00     0.00     0.00     0.00        6  Array#sort!
  4.78      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  4.01      0.00     0.00     0.00     0.00       45  Fixnum#==
  3.67      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.32      0.00     0.00     0.00     0.00       31  Array#<<
  2.63      0.00     0.00     0.00     0.00        6  Integer#upto
  2.42      0.00     0.00     0.00     0.00        8  Class#new
  2.35      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  2.01      0.00     0.00     0.00     0.00        8  Array#==
  1.94      0.00     0.00     0.00     0.00        8  ReqTuple#initialize
  1.94      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.94      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.73      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  1.73      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.59      0.00     0.00     0.00     0.00       17  Fixnum#+
  1.45      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.45      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.38      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  1.25      0.00     0.00     0.00     0.00        1  WCBT#sbg
