ランダムタスク
Thread ID: 2272969140
Total: 0.001526

 %self     total     self     wait    child    calls  name
  1.51      0.00     0.00     0.00     0.00        7  Array#size
  1.51      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.42      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.24      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.24      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.24      0.00     0.00     0.00     0.00        1  WCBT#procList
  1.06      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  0.98      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  0.80      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.80      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.80      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.71      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.71      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.71      0.00     0.00     0.00     0.00        6  String#<<
  0.71      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.62      0.00     0.00     0.00     0.00        6  Float#to_f
  0.62      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.53      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.53      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.53      0.00     0.00     0.00     0.00        6  Array#sort!
  0.53      0.00     0.00     0.00     0.00        3  Float#ceil
  0.44      0.00     0.00     0.00     0.00        3  Fixnum#<=>
  0.44      0.00     0.00     0.00     0.00        1  Array#[]
  0.44      0.00     0.00     0.00     0.00        3  Float#/
  0.35      0.00     0.00     0.00     0.00        1  Array#sort
  0.35      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.27      0.00     0.00     0.00     0.00        3  Array#+
  0.27      0.00     0.00     0.00     0.00        2  String#to_str
  0.27      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.27      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.18      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.18      0.00     0.00     0.00     0.00        1  String#to_s
  0.18      0.00     0.00     0.00     0.00        1  Array#uniq


Thread ID: 2272969140
Total: 0.001159

 %self     total     self     wait    child    calls  name
 30.46      0.00     0.00     0.00     0.00       50  Array#each
  5.52      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  5.00      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  4.49      0.00     0.00     0.00     0.00        8  Task#get_all_require
  4.31      0.00     0.00     0.00     0.00       44  Fixnum#==
  2.93      0.00     0.00     0.00     0.00       25  Array#<<
  2.67      0.00     0.00     0.00     0.00        4  WCBT#SR
  2.16      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  2.16      0.00     0.00     0.00     0.00        6  Integer#upto
  1.98      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.90      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.81      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.73      0.00     0.00     0.00     0.00       15  String#==
  1.73      0.00     0.00     0.00     0.00        6  Array#sort!
  1.64      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.64      0.00     0.00     0.00     0.00        8  Array#==
  1.55      0.00     0.00     0.00     0.00       15  Kernel#==
  1.47      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.47      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.29      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.29      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.21      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.21      0.00     0.00     0.00     0.00       15  Fixnum#+
  1.21      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  1.12      0.00     0.00     0.00     0.00        2  Class#new
  1.04      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.95      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.95      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  0.95      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.95      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.86      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.78      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.69      0.00     0.00     0.00     0.00        2  String#to_str
  0.69      0.00     0.00     0.00     0.00        7  Array#size
  0.69      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.60      0.00     0.00     0.00     0.00        6  String#<<
  0.60      0.00     0.00     0.00     0.00        5  Fixnum#<=>
  0.60      0.00     0.00     0.00     0.00        6  Float#to_f
  0.60      0.00     0.00     0.00     0.00        3  Array#+
  0.52      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.43      0.00     0.00     0.00     0.00        2  ReqTuple#initialize
  0.43      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.43      0.00     0.00     0.00     0.00        2  Array#[]
  0.43      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.35      0.00     0.00     0.00     0.00        3  Float#/
  0.35      0.00     0.00     0.00     0.00        2  Fixnum#*
  0.35      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.26      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.26      0.00     0.00     0.00     0.00        1  Array#sort
  0.26      0.00     0.00     0.00     0.00        3  Float#ceil
  0.26      0.00     0.00     0.00     0.00        1  String#to_s
  0.26      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.26      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.17      0.00     0.00     0.00     0.00        1  Array#uniq
  0.09      0.00     0.00     0.00     0.00        2  <Class::Object>#allocate


Thread ID: 2272969140
Total: 0.001121

 %self     total     self     wait    child    calls  name
 32.47      0.00     0.00     0.00     0.00       52  Array#each
  5.71      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  4.46      0.00     0.00     0.00     0.00       46  Fixnum#==
  4.10      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  3.66      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.30      0.00     0.00     0.00     0.00       23  Array#<<
  2.85      0.00     0.00     0.00     0.00        4  WCBT#SR
  2.41      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  2.32      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  2.32      0.00     0.00     0.00     0.00        6  Integer#upto
  2.05      0.00     0.00     0.00     0.00        8  Array#==
  1.96      0.00     0.00     0.00     0.00       15  Kernel#==
  1.87      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.87      0.00     0.00     0.00     0.00       14  Fixnum#+
  1.87      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.69      0.00     0.00     0.00     0.00       17  String#==
  1.69      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.52      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.43      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.43      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.25      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.25      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.16      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  0.98      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  0.98      0.00     0.00     0.00     0.00        6  Float#to_f
  0.89      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.89      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.80      0.00     0.00     0.00     0.00        6  String#<<
  0.80      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.80      0.00     0.00     0.00     0.00        7  Array#size
  0.80      0.00     0.00     0.00     0.00        6  Array#sort!
  0.71      0.00     0.00     0.00     0.00        3  Array#+
  0.71      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.71      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.71      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.62      0.00     0.00     0.00     0.00        3  Float#/
  0.54      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.54      0.00     0.00     0.00     0.00        1  Array#sort
  0.45      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.45      0.00     0.00     0.00     0.00        3  Float#ceil
  0.45      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.45      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.36      0.00     0.00     0.00     0.00        3  Fixnum#<=>
  0.36      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.27      0.00     0.00     0.00     0.00        1  Array#uniq
  0.27      0.00     0.00     0.00     0.00        2  String#to_str
  0.18      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.18      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.18      0.00     0.00     0.00     0.00        1  Array#[]
  0.18      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.09      0.00     0.00     0.00     0.00        1  String#to_s


Thread ID: 2272969140
Total: 0.001165

 %self     total     self     wait    child    calls  name
 31.42      0.00     0.00     0.00     0.00       50  Array#each
  6.01      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  4.72      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  4.46      0.00     0.00     0.00     0.00       44  Fixnum#==
  3.86      0.00     0.00     0.00     0.00        8  Task#get_all_require
  2.83      0.00     0.00     0.00     0.00        6  Integer#upto
  2.58      0.00     0.00     0.00     0.00       25  Array#<<
  2.32      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  2.06      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.97      0.00     0.00     0.00     0.00        6  Array#sort!
  1.89      0.00     0.00     0.00     0.00       15  Kernel#==
  1.89      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.80      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.72      0.00     0.00     0.00     0.00       15  Fixnum#+
  1.63      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.55      0.00     0.00     0.00     0.00       15  String#==
  1.55      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.55      0.00     0.00     0.00     0.00        8  Array#==
  1.46      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  1.46      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.37      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.37      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.12      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.03      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.03      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.94      0.00     0.00     0.00     0.00        7  Array#size
  0.86      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.86      0.00     0.00     0.00     0.00        3  Float#/
  0.86      0.00     0.00     0.00     0.00        2  ReqTuple#initialize
  0.77      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  0.77      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.77      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.77      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.69      0.00     0.00     0.00     0.00        6  String#<<
  0.69      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.60      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.60      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.60      0.00     0.00     0.00     0.00        2  Class#new
  0.52      0.00     0.00     0.00     0.00        3  Array#+
  0.52      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.52      0.00     0.00     0.00     0.00        5  Fixnum#<=>
  0.52      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.43      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.43      0.00     0.00     0.00     0.00        3  Float#ceil
  0.34      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.26      0.00     0.00     0.00     0.00        1  Array#sort
  0.26      0.00     0.00     0.00     0.00        2  <Class::Object>#allocate
  0.26      0.00     0.00     0.00     0.00        2  String#to_str
  0.26      0.00     0.00     0.00     0.00        2  Array#[]
  0.26      0.00     0.00     0.00     0.00        2  Fixnum#*
  0.26      0.00     0.00     0.00     0.00        6  Float#to_f
  0.26      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.17      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.17      0.00     0.00     0.00     0.00        1  String#to_s
  0.17      0.00     0.00     0.00     0.00        1  Array#uniq


Thread ID: 2272969140
Total: 0.001226

 %self     total     self     wait    child    calls  name
 31.65      0.00     0.00     0.00     0.00       52  Array#each
  5.14      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  4.98      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  4.16      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.67      0.00     0.00     0.00     0.00       46  Fixnum#==
  2.77      0.00     0.00     0.00     0.00        6  Integer#upto
  2.45      0.00     0.00     0.00     0.00       26  Array#<<
  2.28      0.00     0.00     0.00     0.00        4  WCBT#SR
  2.12      0.00     0.00     0.00     0.00        6  Array#sort!
  2.04      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  1.96      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.88      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.88      0.00     0.00     0.00     0.00        8  Array#==
  1.79      0.00     0.00     0.00     0.00       15  Fixnum#+
  1.71      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.63      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  1.55      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.55      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.47      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.47      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.39      0.00     0.00     0.00     0.00       15  Kernel#==
  1.39      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.31      0.00     0.00     0.00     0.00       17  String#==
  1.22      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  1.22      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.06      0.00     0.00     0.00     0.00        7  Fixnum#<=>
  1.06      0.00     0.00     0.00     0.00        3  ReqTuple#initialize
  0.90      0.00     0.00     0.00     0.00        7  Array#size
  0.90      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.90      0.00     0.00     0.00     0.00        4  Fixnum#*
  0.82      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.73      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.65      0.00     0.00     0.00     0.00        6  String#<<
  0.65      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.65      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.65      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.57      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.49      0.00     0.00     0.00     0.00        6  Float#to_f
  0.49      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.49      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.41      0.00     0.00     0.00     0.00        3  <Class::Object>#allocate
  0.41      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.41      0.00     0.00     0.00     0.00        3  Float#/
  0.41      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.33      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.33      0.00     0.00     0.00     0.00        3  Array#+
  0.33      0.00     0.00     0.00     0.00        3  Class#new
  0.24      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.24      0.00     0.00     0.00     0.00        3  Float#ceil
  0.24      0.00     0.00     0.00     0.00        1  Array#uniq
  0.24      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.24      0.00     0.00     0.00     0.00        1  Array#sort
  0.16      0.00     0.00     0.00     0.00        1  String#to_s
  0.16      0.00     0.00     0.00     0.00        2  Array#[]
  0.16      0.00     0.00     0.00     0.00        2  String#to_str


Thread ID: 2272969140
Total: 0.001166

 %self     total     self     wait    child    calls  name
 33.19      0.00     0.00     0.00     0.00       54  Array#each
  5.92      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  4.55      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  4.37      0.00     0.00     0.00     0.00        8  Task#get_all_require
  4.03      0.00     0.00     0.00     0.00       48  Fixnum#==
  3.17      0.00     0.00     0.00     0.00        6  Integer#upto
  2.74      0.00     0.00     0.00     0.00       23  Array#<<
  2.57      0.00     0.00     0.00     0.00       15  Kernel#==
  2.40      0.00     0.00     0.00     0.00       19  String#==
  2.06      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.97      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.97      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  1.72      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.72      0.00     0.00     0.00     0.00       14  Fixnum#+
  1.63      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.54      0.00     0.00     0.00     0.00        8  Array#==
  1.54      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.54      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.37      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.20      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  1.20      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.20      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.20      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.11      0.00     0.00     0.00     0.00        1  WCBT#procList
  1.03      0.00     0.00     0.00     0.00        1  WCBT#LB
  1.03      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  0.86      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.86      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.86      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.77      0.00     0.00     0.00     0.00        6  Float#to_f
  0.77      0.00     0.00     0.00     0.00        6  String#<<
  0.77      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.77      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.69      0.00     0.00     0.00     0.00        7  Array#size
  0.60      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.51      0.00     0.00     0.00     0.00        3  Float#/
  0.51      0.00     0.00     0.00     0.00        6  Array#sort!
  0.51      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.43      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.43      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.34      0.00     0.00     0.00     0.00        3  Fixnum#<=>
  0.34      0.00     0.00     0.00     0.00        3  Array#+
  0.34      0.00     0.00     0.00     0.00        3  Float#ceil
  0.34      0.00     0.00     0.00     0.00        2  String#to_str
  0.34      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.26      0.00     0.00     0.00     0.00        1  Array#uniq
  0.17      0.00     0.00     0.00     0.00        1  Array#[]
  0.17      0.00     0.00     0.00     0.00        1  Array#sort
  0.17      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.09      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.09      0.00     0.00     0.00     0.00        1  String#to_s


Thread ID: 2272969140
Total: 0.001135

 %self     total     self     wait    child    calls  name
 32.69      0.00     0.00     0.00     0.00       49  Array#each
  5.81      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  5.02      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  4.23      0.00     0.00     0.00     0.00       43  Fixnum#==
  4.14      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.17      0.00     0.00     0.00     0.00       23  Array#<<
  2.38      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  2.29      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  2.20      0.00     0.00     0.00     0.00       14  String#==
  1.94      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.85      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.85      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.76      0.00     0.00     0.00     0.00        6  Integer#upto
  1.67      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.59      0.00     0.00     0.00     0.00       15  Kernel#==
  1.50      0.00     0.00     0.00     0.00       14  Fixnum#+
  1.50      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.50      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.41      0.00     0.00     0.00     0.00        8  Array#==
  1.41      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  1.32      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  1.23      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.23      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.06      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  1.06      0.00     0.00     0.00     0.00        6  String#<<
  0.88      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.88      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.88      0.00     0.00     0.00     0.00        7  Array#size
  0.79      0.00     0.00     0.00     0.00        6  Float#to_f
  0.79      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.79      0.00     0.00     0.00     0.00        1  Array#uniq
  0.79      0.00     0.00     0.00     0.00        1  WCBT#BB
  0.70      0.00     0.00     0.00     0.00        6  Array#sort!
  0.70      0.00     0.00     0.00     0.00        1  WCBT#show_blocktime_120409
  0.62      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.62      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.53      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.53      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.53      0.00     0.00     0.00     0.00        1  String#to_s
  0.44      0.00     0.00     0.00     0.00        3  Float#ceil
  0.44      0.00     0.00     0.00     0.00        3  Float#/
  0.44      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.44      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.44      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.35      0.00     0.00     0.00     0.00        3  Array#+
  0.35      0.00     0.00     0.00     0.00        2  String#to_str
  0.35      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.26      0.00     0.00     0.00     0.00        3  Fixnum#<=>
  0.26      0.00     0.00     0.00     0.00        1  Array#sort
  0.26      0.00     0.00     0.00     0.00        1  Array#[]
  0.09      0.00     0.00     0.00     0.00        1  Array#uniq!


Thread ID: 2272969140
Total: 0.020833

 %self     total     self     wait    child    calls  name
 96.15      0.02     0.02     0.00     0.00       56  Array#each
  0.36      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  0.35      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  0.23      0.00     0.00     0.00     0.00       50  Fixnum#==
  0.22      0.02     0.00     0.00     0.02        8  Task#get_all_require
  0.18      0.00     0.00     0.00     0.00        6  Integer#upto
  0.15      0.00     0.00     0.00     0.00       23  Array#<<
  0.13      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  0.12      0.00     0.00     0.00     0.00       21  String#==
  0.12      0.02     0.00     0.00     0.02        1  WCBT#set_blocktime
  0.12      0.00     0.00     0.00     0.00        4  WCBT#SR
  0.11      0.00     0.00     0.00     0.00        8  Array#==
  0.10      0.00     0.00     0.00     0.00        1  WCBT#SB
  0.10      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  0.10      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  0.09      0.00     0.00     0.00     0.00        1  WCBT#AB
  0.09      0.00     0.00     0.00     0.00       14  Fixnum#+
  0.08      0.00     0.00     0.00     0.00       15  Kernel#==
  0.08      0.00     0.00     0.00     0.00        1  WCBT#sbg
  0.08      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  0.08      0.00     0.00     0.00     0.00        3  WCBT#partition
  0.07      0.02     0.00     0.00     0.02        2  Task#get_long_resource_array
  0.07      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  0.07      0.00     0.00     0.00     0.00        5  Object#print_debug
  0.06      0.00     0.00     0.00     0.00        1  WCBT#procList
  0.06      0.00     0.00     0.00     0.00        1  WCBT#LB
  0.06      0.02     0.00     0.00     0.02        1  WCBT#show_blocktime_120409
  0.05      0.00     0.00     0.00     0.00        7  Array#size
  0.05      0.02     0.00     0.00     0.02        1  WCBT#BB
  0.05      0.00     0.00     0.00     0.00        1  WCBT#lowest_priority_task
  0.05      0.00     0.00     0.00     0.00        6  String#<<
  0.04      0.00     0.00     0.00     0.00        3  Enumerable#min
  0.04      0.00     0.00     0.00     0.00        4  <Module::Term::ANSIColor>#coloring?
  0.04      0.00     0.00     0.00     0.00        4  Kernel#respond_to?
  0.03      0.00     0.00     0.00     0.00        1  WCBT#DB
  0.02      0.00     0.00     0.00     0.00        6  Float#to_f
  0.02      0.00     0.00     0.00     0.00        6  Array#sort!
  0.02      0.00     0.00     0.00     0.00        1  Array#sort
  0.02      0.00     0.00     0.00     0.00        3  Integer#to_i
  0.02      0.00     0.00     0.00     0.00        3  Float#ceil
  0.02      0.00     0.00     0.00     0.00        2  Kernel#block_given?
  0.02      0.00     0.00     0.00     0.00        3  Array#+
  0.02      0.00     0.00     0.00     0.00        2  String#to_str
  0.02      0.00     0.00     0.00     0.00        3  Float#/
  0.01      0.00     0.00     0.00     0.00        1  String#to_s
  0.01      0.00     0.00     0.00     0.00        1  Array#uniq!
  0.01      0.00     0.00     0.00     0.00        3  Fixnum#<=>
  0.01      0.00     0.00     0.00     0.00        2  Fixnum#<
  0.01      0.00     0.00     0.00     0.00        3  Fixnum#-
  0.01      0.00     0.00     0.00     0.00        1  Array#uniq
  0.00      0.00     0.00     0.00     0.00        1  Array#[]


Thread ID: 2272969140
Total: 0.001183

 %self     total     self     wait    child    calls  name
 31.61      0.00     0.00     0.00     0.00       51  Array#each
  6.09      0.00     0.00     0.00     0.00        3  WCBT#sbgp
  5.16      0.00     0.00     0.00     0.00        3  WCBT#wcsxg
  3.63      0.00     0.00     0.00     0.00        8  Task#get_all_require
  3.30      0.00     0.00     0.00     0.00       45  Fixnum#==
  2.96      0.00     0.00     0.00     0.00        6  Integer#upto
  2.70      0.00     0.00     0.00     0.00       26  Array#<<
  2.62      0.00     0.00     0.00     0.00        6  Array#sort!
  2.03      0.00     0.00     0.00     0.00        3  WCBT#wcspg
  2.03      0.00     0.00     0.00     0.00        4  WCBT#SR
  1.86      0.00     0.00     0.00     0.00        1  Term::ANSIColor#blue
  1.78      0.00     0.00     0.00     0.00        5  Object#print_debug
  1.69      0.00     0.00     0.00     0.00       16  String#==
  1.61      0.00     0.00     0.00     0.00        1  Term::ANSIColor#magenta
  1.61      0.00     0.00     0.00     0.00        8  Array#==
  1.52      0.00     0.00     0.00     0.00        1  WCBT#SB
  1.52      0.00     0.00     0.00     0.00        1  WCBT#AB
  1.52      0.00     0.00     0.00     0.00       15  Fixnum#+
  1.44      0.00     0.00     0.00     0.00        1  WCBT#set_blocktime
  1.44      0.00     0.00     0.00     0.00        1  WCBT#sbg
  1.44      0.00     0.00     0.00     0.00        3  WCBT#partition
  1.27      0.00     0.00     0.00     0.00       15  Kernel#==
  1.27      0.00     0.00     0.00     0.00        2  Task#get_short_resource_array
  1.10      0.00     0.00     0.00     0.00       11  Fixnum#to_s
  1.10      0.00     0.00     0.00     0.00        2  Task#get_long_resource_array
  0.93      0.00     0.00     0.00     0.00        3  ReqTuple#initialize
  0.93      0.00     0.00     0.00     0.00        6  Float#to_f
  0.93      0.00     0.00     0.00     0.00        3  Class#new
  0.85      0.00     0.00     0.00     0.00        6  String#<<
