1.0 51.800000000000004
1.1 46.6
1.2 45.4
1.3 42.8
1.4 39.6
1.5 37.0
1.6 36.6
1.7 33.0
1.8 32.4
1.9 33.800000000000004
2.0 29.799999999999997
